date,delay,distance,origin,destination
02080535,5,443,Oldenburg(Oldb),Dresden Hbf
02080636,0,215,Hannover Hbf,Leipzig Hbf
02080507,0,312,Hannover Hbf,Dresden Hbf
02080527,0,251,Hannover Hbf,Berlin Ostbahnhof
02080503,0,256,Magdeburg Hbf,Oldenburg(Oldb)
02081650,0,338,Schiphol (Airport),Hannover Hbf
02081450,0,588,Schiphol (Airport),Berlin Ostbahnhof
02081250,15,588,Schiphol (Airport),Berlin Ostbahnhof
02081050,0,588,Schiphol (Airport),Berlin Ostbahnhof
02080850,0,588,Schiphol (Airport),Berlin Ostbahnhof
02080650,0,588,Schiphol (Airport),Berlin Ostbahnhof
02080640,0,338,Hannover Hbf,Schiphol (Airport)
02080721,0,426,Bad Bentheim,Berlin Ostbahnhof
02081340,0,435,Leipzig Hbf,Norddeich Mole
02080539,0,418,Leipzig Hbf,Emden Hbf
02080737,25,531,Norddeich Mole,Dresden Hbf
02081514,0,224,Hamburg-Altona,Göttingen
02080548,5,224,Göttingen,Hamburg-Altona
02081940,0,259,Hamburg-Altona,Berlin Südkreuz
02081923,0,155,Hamburg-Altona,Rostock Hbf
02081527,0,308,Stralsund Hbf,Hannover Hbf
02080606,0,608,Koblenz Hbf,Ostseebad Binz
02080555,0,341,Hannover Hbf,Ostseebad Binz
02080458,0,155,Rostock Hbf,Hamburg-Altona
02081728,0,139,Köln Hbf,Mainz Hbf
02080607,0,139,Mainz Hbf,Köln Hbf
02080643,20,304,Kassel-Wilhelmshöhe,Berlin Ostbahnhof
02080623,0,413,Kassel-Wilhelmshöhe,Stralsund Hbf
02081753,0,373,Dresden Hbf,Frankfurt(Main)Hbf
02081541,0,296,Leipzig Hbf,Frankfurt(Main)Hbf
02080705,0,88,Fulda,Frankfurt(Main)Hbf
02080341,0,341,Fulda,Praha hl.n.
02081229,0,584,Ostseebad Binz,Frankfurt(Main)Hbf
02080609,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02081741,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
02081023,0,380,Dresden Hbf,Frankfurt(M) Flughafen
02080942,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
02080747,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
02080423,0,380,Dresden Hbf,Frankfurt(M) Flughafen
02080517,5,201,Erfurt Hbf,Frankfurt(M) Flughafen
02081614,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02081834,10,364,Amsterdam Centraal,Frankfurt(Main)Hbf
02081825,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
02081841,0,189,Essen Hbf,Frankfurt(Main)Hbf
02081634,5,364,Amsterdam Centraal,Frankfurt(Main)Hbf
02081819,0,152,Köln Hbf,Frankfurt(Main)Hbf
02081811,0,314,Frankfurt(M) Flughafen,Magdeburg Hbf
02081425,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
02081234,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
02081611,0,380,Frankfurt(M) Flughafen,Dresden Hbf
02080922,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02081419,5,152,Köln Hbf,Frankfurt(Main)Hbf
02081034,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
02081411,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
02080722,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02081025,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
02081211,0,380,Frankfurt(M) Flughafen,Dresden Hbf
02080704,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
02081011,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
02080652,0,178,Dortmund Hbf,Frankfurt(Main)Hbf
02080625,10,317,Bruxelles-Midi,Frankfurt(Main)Hbf
02080558,20,178,Dortmund Hbf,Frankfurt(Main)Hbf
02080619,0,152,Köln Hbf,Frankfurt(Main)Hbf
02082222,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02082031,0,614,Amsterdam Centraal,Zürich HB
02082031,0,667,Amsterdam Centraal,München Hbf
02082255,0,152,Köln Hbf,Frankfurt(Main)Hbf
02081722,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
02082324,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
02082023,0,222,Wiesbaden Hbf,Erfurt Hbf
02081553,0,402,Dresden Hbf,Wiesbaden Hbf
02082022,5,296,Frankfurt(Main)Hbf,Leipzig Hbf
02082016,0,152,Frankfurt(Main)Hbf,Köln Hbf
02081929,10,152,Frankfurt(Main)Hbf,Köln Hbf
02081823,0,402,Wiesbaden Hbf,Dresden Hbf
02081353,0,402,Dresden Hbf,Wiesbaden Hbf
02081829,0,317,Frankfurt(Main)Hbf,Bruxelles-Midi
02081822,0,88,Frankfurt(Main)Hbf,Fulda
02081816,5,152,Frankfurt(Main)Hbf,Köln Hbf
02081740,0,125,Frankfurt(Main)Hbf,Karlsruhe Hbf
02081623,0,402,Wiesbaden Hbf,Dresden Hbf
02081717,0,152,Frankfurt(Main)Hbf,Köln Hbf
02081716,0,339,Frankfurt(Main)Hbf,Oldenburg(Oldb)
02081153,0,402,Dresden Hbf,Wiesbaden Hbf
02081629,15,364,Frankfurt(Main)Hbf,Amsterdam Centraal
02081617,5,125,Frankfurt(Main)Hbf,Bebra
02081542,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
02081423,0,402,Wiesbaden Hbf,Dresden Hbf
02081517,0,152,Frankfurt(Main)Hbf,Köln Hbf
02080953,0,402,Dresden Hbf,Wiesbaden Hbf
02081416,0,317,Frankfurt(Main)Hbf,Bruxelles-Midi
02081344,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
02081329,15,364,Frankfurt(Main)Hbf,Amsterdam Centraal
02081223,0,402,Wiesbaden Hbf,Dresden Hbf
02081252,0,555,Frankfurt(Main)Hbf,Stralsund Hbf
02080753,0,402,Dresden Hbf,Wiesbaden Hbf
02081023,0,402,Wiesbaden Hbf,Dresden Hbf
02080548,0,402,Dresden Hbf,Wiesbaden Hbf
02081016,5,317,Frankfurt(Main)Hbf,Bruxelles-Midi
02080552,5,419,Hamburg-Altona,Darmstadt Hbf
02080927,0,364,Frankfurt(Main)Hbf,Amsterdam Centraal
02080843,40,404,Mainz Hbf,Dresden Hbf
02080500,0,324,Leipzig Hbf,Wiesbaden Hbf
02080816,10,152,Frankfurt(Main)Hbf,Köln Hbf
02080729,15,364,Frankfurt(Main)Hbf,Amsterdam Centraal
02080720,0,373,Frankfurt(Main)Hbf,Dresden Hbf
02080649,0,420,Frankfurt(Main)Hbf,Berlin Südkreuz
02080638,0,534,Frankfurt(Main)Hbf,Westerland(Sylt)
02080625,40,317,Frankfurt(Main)Hbf,Bruxelles-Midi
02080618,0,296,Frankfurt(Main)Hbf,Leipzig Hbf
02080500,0,404,Wiesbaden Hbf,Hamburg-Altona
02080542,25,393,Frankfurt(Main)Hbf,Hamburg-Altona
02080510,0,364,Frankfurt(Main)Hbf,Amsterdam Centraal
02080504,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
02081947,0,404,Hamburg-Altona,Wiesbaden Hbf
02080543,0,445,Darmstadt Hbf,Berlin Ostbahnhof
02081346,0,484,Düsseldorf Hbf,Dresden Hbf
02081253,35,484,Dresden Hbf,Düsseldorf Hbf
02080546,0,484,Düsseldorf Hbf,Dresden Hbf
02080603,0,389,Leipzig Hbf,Düsseldorf Hbf
02080500,0,125,Bebra,Frankfurt(Main)Hbf
02082102,0,259,Hamburg-Altona,Berlin Südkreuz
02081738,15,522,Warszawa Wschodnia,Berlin Hbf
02081443,0,522,Warszawa Wschodnia,Berlin Hbf
02080938,0,522,Warszawa Wschodnia,Berlin Hbf
02080643,0,522,Warszawa Wschodnia,Berlin Hbf
02080925,70,692,Budapest-Keleti pu,Berlin Hbf (tief)
02080654,5,169,Dresden Hbf,Berlin Gesundbrunnen
02081751,0,148,Leipzig Hbf,Berlin Hbf (tief)
02080630,0,250,Saalfeld(Saale),Berlin Hbf (tief)
02081752,0,259,Hamburg-Altona,Berlin Südkreuz
02081552,0,259,Hamburg-Altona,Berlin Südkreuz
02081352,0,259,Hamburg-Altona,Berlin Südkreuz
02081152,5,259,Hamburg-Altona,Berlin Südkreuz
02080752,15,259,Hamburg-Altona,Berlin Südkreuz
02082248,10,259,Berlin Südkreuz,Hamburg-Altona
02082147,25,241,Berlin-Lichtenberg,Erfurt Hbf
02082147,0,672,Berlin-Lichtenberg,Zürich HB
02082116,0,259,Berlin Südkreuz,Hamburg-Altona
02082056,0,251,Berlin Ostbahnhof,Hannover Hbf
02082012,80,505,Berlin-Lichtenberg,München Ost
02081852,0,296,Hamburg-Altona,Leipzig Hbf
02082042,0,167,Berlin Hbf (tief),Dresden Hbf
02081456,0,429,Westerland(Sylt),Berlin Südkreuz
02081956,190,881,Berlin Südkreuz,Paris Est
02081937,0,317,Berlin Ostbahnhof,Bremen Hbf
02081937,0,479,Berlin Ostbahnhof,Köln Hbf
02081923,5,304,Berlin Ostbahnhof,Kassel-Wilhelmshöhe
02080526,15,820,Villach Hbf,Hamburg-Altona
02081652,0,288,Hamburg-Altona,Eisenach
02081837,0,479,Berlin Ostbahnhof,Köln Hbf
02081837,0,480,Berlin Ostbahnhof,Bonn Hbf
02081611,0,380,Hamburg-Altona,Dresden Hbf
02081826,0,400,Berlin Ostbahnhof,Münster(Westf)Hbf
02081219,20,514,Emden Hbf,Cottbus
02081808,0,259,Berlin Südkreuz,Hamburg-Altona
02081742,0,253,Berlin Gesundbrunnen,Saalfeld(Saale)
02081737,0,479,Berlin Ostbahnhof,Köln Hbf
02081737,0,479,Berlin Ostbahnhof,Köln Hbf
02081740,0,522,Berlin Hbf,Warszawa Wschodnia
02080525,5,932,Budapest-Keleti pu,Hamburg-Altona
02081551,5,363,Leipzig Hbf,Kiel Hbf
02080708,5,789,Krakow Glowny,Hamburg-Altona
02081452,0,296,Hamburg-Altona,Leipzig Hbf
02081637,0,479,Berlin Ostbahnhof,Köln Hbf
02081637,50,479,Berlin Ostbahnhof,Köln Hbf
02081626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
02081609,0,259,Berlin Südkreuz,Hamburg-Altona
02080750,0,492,München Hbf,Essen Hbf
02080731,0,305,München Hbf,Verona Porta Nuova
02080727,0,566,München Hbf,Budapest-Keleti pu
02080716,0,504,München Hbf,Berlin Hbf (tief)
02080650,0,477,München Hbf,Dortmund Hbf
02080614,0,612,München Hbf,Hamburg-Altona
02080548,0,492,München Hbf,Essen Hbf
02080514,0,583,München Hbf,Bremen Hbf
02080514,0,612,München Hbf,Hamburg-Altona
02081643,30,268,Klagenfurt Hbf,München Hbf
02080827,5,268,München Hbf,Klagenfurt Hbf
02081816,30,241,Zürich HB,München Hbf
02081833,10,241,München Hbf,Zürich HB
02081633,0,241,München Hbf,Zürich HB
02081316,0,241,Zürich HB,München Hbf
02081233,0,241,München Hbf,Zürich HB
02080916,0,241,Zürich HB,München Hbf
02080926,0,115,Oberstdorf,Augsburg Hbf
02080716,30,241,Zürich HB,München Hbf
02080717,15,241,München Hbf,Zürich HB
02082150,5,614,München Ost,Hamburg-Altona
02082150,20,505,München Ost,Berlin-Lichtenberg
02081647,0,612,Hamburg-Altona,München Hbf
02081714,0,583,Bremen Hbf,München Hbf
02081543,0,507,Berlin Gesundbrunnen,München Hbf
02081447,0,612,Hamburg-Altona,München Hbf
02081514,0,583,Bremen Hbf,München Hbf
02081344,0,507,Berlin Gesundbrunnen,München Hbf
02081854,0,301,München Hbf,Fulda
02081247,0,612,Hamburg-Altona,München Hbf
02081314,0,583,Bremen Hbf,München Hbf
02081742,0,149,München Hbf,Nürnberg Hbf
02080952,0,612,Hamburg-Altona,München Hbf
02081715,0,120,München Hbf,Ulm Hbf
02081706,5,612,München Hbf,Hamburg-Altona
02081641,0,149,München Hbf,Nürnberg Hbf
02081114,0,583,Bremen Hbf,München Hbf
02081047,0,612,Hamburg-Altona,München Hbf
02081539,0,507,München Hbf,Berlin Gesundbrunnen
02080658,0,672,Warnemünde,München Hbf
02081449,0,507,München Hbf,Berlin Gesundbrunnen
02080831,30,507,Berlin Gesundbrunnen,München Hbf
02080546,0,612,Hamburg-Altona,München Hbf
02081356,5,115,Augsburg Hbf,Oberstdorf
02081319,0,612,München Hbf,Hamburg-Altona
02081239,25,612,München Hbf,Hamburg-Altona
02081239,10,583,München Hbf,Bremen Hbf
02080641,5,604,Oldenburg(Oldb),München Hbf
02080643,5,612,Hamburg-Altona,München Hbf
02080540,0,507,Berlin Gesundbrunnen,München Hbf
02081119,0,672,München Hbf,Warnemünde
02081047,0,583,München Hbf,Bremen Hbf
02081047,15,612,München Hbf,Hamburg-Altona
02080440,0,612,Hamburg-Altona,München Hbf
02080512,0,361,Leipzig Hbf,München Hbf
02080919,0,507,München Hbf,Berlin Gesundbrunnen
02080905,5,612,München Hbf,Hamburg-Altona
02080905,0,583,München Hbf,Bremen Hbf
02080710,0,507,München Hbf,Berlin Gesundbrunnen
02080616,0,149,Nürnberg Hbf,München Hbf
02080654,0,612,München Hbf,Hamburg-Altona
02080654,15,583,München Hbf,Bremen Hbf
02080547,0,149,Nürnberg Hbf,München Hbf
02080557,0,86,Donauwörth,München Hbf
02080532,0,56,Augsburg Hbf,München Hbf
02080458,0,612,München Hbf,Hamburg-Altona
02080437,0,507,München Hbf,Berlin Gesundbrunnen
02081423,25,289,Aarhus,Hamburg Hbf
02082112,25,131,Hamburg-Altona,Hannover Hbf
02080757,0,455,Aarhus,Berlin Ostbahnhof
02080930,0,289,Hamburg Hbf,Aarhus
02080558,5,354,Hamburg-Altona,Köln Hbf
02081810,0,621,Koebenhavn H,Amsterdam Centraal
02081810,0,635,Koebenhavn H,Praha hl.n.
02081810,0,968,Koebenhavn H,Basel SBB
02081728,0,289,Hamburg Hbf,Koebenhavn H
02081545,0,289,Koebenhavn H,Hamburg Hbf
02081528,30,289,Hamburg Hbf,Koebenhavn H
02081145,0,289,Koebenhavn H,Hamburg Hbf
02080945,0,289,Koebenhavn H,Hamburg Hbf
02080928,20,289,Hamburg Hbf,Koebenhavn H
02080745,0,358,Koebenhavn H,Berlin Ostbahnhof
02081951,0,151,Leipzig Hbf,Berlin Gesundbrunnen
02081703,0,189,Magdeburg Hbf,Dresden Hbf
02080658,0,238,Eisenach,Dresden Hbf
02080626,0,189,Magdeburg Hbf,Dresden Hbf
02080647,0,100,Dresden Hbf,Leipzig Hbf
02080623,0,189,Dresden Hbf,Magdeburg Hbf
02081829,25,259,Praha hl.n.,Erfurt Hbf
02081829,0,527,Praha hl.n.,Zürich HB
02082005,10,749,Paris Est,Hamburg-Altona
02082005,0,690,Paris Est,München Hbf
02082005,5,881,Paris Est,Berlin Südkreuz
02081913,0,73,Köln Hbf,Dortmund Hbf
02080616,0,354,Köln Hbf,Hamburg-Altona
02080552,5,130,Dortmund Hbf,Koblenz Hbf
02081901,5,621,Amsterdam Centraal,Koebenhavn H
02081901,0,710,Amsterdam Centraal,Praha hl.n.
02081758,0,438,Paris Nord,Essen Hbf
02081842,35,401,Köln Hbf,Paris Nord
02081601,0,401,Paris Nord,Köln Hbf
02081642,0,401,Köln Hbf,Paris Nord
02081201,0,401,Paris Nord,Köln Hbf
02081243,10,401,Köln Hbf,Paris Nord
02080801,0,401,Paris Nord,Köln Hbf
02080844,0,401,Köln Hbf,Paris Nord
02080601,0,401,Paris Nord,Köln Hbf
02080512,0,438,Essen Hbf,Paris Nord
02081832,0,391,Hamburg-Altona,Koblenz Hbf
02081643,0,337,Koblenz Hbf,Emden Hbf
02081443,0,337,Koblenz Hbf,Emden Hbf
02082112,80,614,Hamburg-Altona,München Ost
02081926,0,475,Köln Hbf,Berlin Hbf (tief)
02081812,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
02081848,0,479,Köln Hbf,Berlin Ostbahnhof
02081748,0,479,Köln Hbf,Berlin Ostbahnhof
02081753,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
02081648,20,479,Köln Hbf,Berlin Ostbahnhof
02081612,20,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
02081548,0,479,Köln Hbf,Berlin Ostbahnhof
02081553,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
02081425,0,480,Bonn Hbf,Berlin Ostbahnhof
02081453,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
02081328,0,479,Köln Hbf,Berlin Ostbahnhof
02081212,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
02081222,0,480,Bonn Hbf,Berlin Ostbahnhof
02081153,10,478,Düsseldorf Hbf,Berlin Ostbahnhof
02081148,10,479,Köln Hbf,Berlin Ostbahnhof
02081012,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
02081048,0,479,Köln Hbf,Berlin Ostbahnhof
02080948,0,479,Köln Hbf,Berlin Ostbahnhof
02080928,0,479,Köln Hbf,Berlin Ostbahnhof
02080825,0,480,Bonn Hbf,Berlin Ostbahnhof
02080828,0,479,Köln Hbf,Berlin Ostbahnhof
02080643,15,471,Koblenz Hbf,Berlin Ostbahnhof
02080712,15,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
02080547,0,471,Koblenz Hbf,Berlin Ostbahnhof
02080626,0,479,Köln Hbf,Berlin Ostbahnhof
02080529,5,479,Köln Hbf,Berlin Ostbahnhof
02080545,5,479,Köln Hbf,Berlin Ostbahnhof
02080745,0,100,Hannover Hbf,Bremen Hbf
02080429,0,479,Köln Hbf,Berlin Ostbahnhof
02080836,0,693,Berchtesgaden Hbf,Hamburg-Altona
02080714,0,693,Hamburg-Altona,Berchtesgaden Hbf
02080609,0,120,Ulm Hbf,München Hbf
02080656,0,189,Stuttgart Hbf,München Hbf
02082200,0,62,Stuttgart Hbf,Karlsruhe Hbf
02082045,0,304,München Hbf,Frankfurt(Main)Hbf
02081819,15,527,Berlin Ostbahnhof,Karlsruhe Hbf
02081712,0,604,Kiel Hbf,Karlsruhe Hbf
02081928,0,323,München Hbf,Wiesbaden Hbf
02081754,5,511,Berlin Ostbahnhof,Stuttgart Hbf
02081906,0,485,Paris Est,Frankfurt(Main)Hbf
02081553,0,520,Dresden Hbf,Saarbrücken Hbf
02081837,10,477,Dortmund Hbf,München Hbf
02081828,0,304,München Hbf,Frankfurt(Main)Hbf
02081137,5,670,Graz Hbf,Saarbrücken Hbf
02081606,0,518,Hamburg-Altona,Karlsruhe Hbf
02081728,0,508,München Hbf,Münster(Westf)Hbf
02081523,0,504,Berlin Ostbahnhof,München Hbf
02081710,0,485,Paris Est,Frankfurt(Main)Hbf
02081509,0,533,Hamburg-Altona,Stuttgart Hbf
02081901,30,485,Frankfurt(Main)Hbf,Paris Est
02081637,5,477,Dortmund Hbf,München Hbf
02081628,0,504,München Hbf,Berlin Hbf (tief)
02081756,0,168,Stuttgart Hbf,Saarbrücken Hbf
02081528,0,612,München Hbf,Hamburg-Altona
02081323,0,504,Berlin Ostbahnhof,München Hbf
02081727,0,533,Stuttgart Hbf,Hamburg-Altona
02081309,0,533,Hamburg-Altona,Stuttgart Hbf
02081656,5,485,Frankfurt(Main)Hbf,Paris Est
02081437,0,477,Dortmund Hbf,München Hbf
02081428,0,499,München Hbf,Berlin Südkreuz
02080843,0,739,Klagenfurt Hbf,Dortmund Hbf
02081554,0,154,Frankfurt(Main)Hbf,Saarbrücken Hbf
02081328,0,477,München Hbf,Dortmund Hbf
02081123,0,504,Berlin Ostbahnhof,München Hbf
02081310,0,485,Paris Est,Frankfurt(Main)Hbf
02081527,25,619,Stuttgart Hbf,Kiel Hbf
02081109,0,533,Hamburg-Altona,Stuttgart Hbf
02081237,25,477,Dortmund Hbf,München Hbf
02081228,10,504,München Hbf,Berlin Ostbahnhof
02081128,0,477,München Hbf,Dortmund Hbf
02080923,0,504,Berlin Ostbahnhof,München Hbf
02081248,0,123,Saarbrücken Hbf,Heidelberg Hbf
02081327,15,533,Stuttgart Hbf,Hamburg-Altona
02080909,20,533,Hamburg-Altona,Stuttgart Hbf
02081301,35,485,Frankfurt(Main)Hbf,Paris Est
02081037,0,477,Dortmund Hbf,München Hbf
02081028,20,504,München Hbf,Berlin Ostbahnhof
02080928,0,477,München Hbf,Dortmund Hbf
02080723,0,504,Berlin Ostbahnhof,München Hbf
02080910,15,485,Paris Est,Frankfurt(Main)Hbf
02081123,5,533,Stuttgart Hbf,Hamburg-Altona
02080612,30,619,Kiel Hbf,Stuttgart Hbf
02080523,0,612,Hamburg-Altona,München Hbf
02080828,5,504,München Hbf,Berlin Ostbahnhof
02080631,0,766,Münster(Westf)Hbf,Klagenfurt Hbf
02080728,0,477,München Hbf,Dortmund Hbf
02080600,0,499,Berlin Südkreuz,München Hbf
02080706,0,485,Paris Est,Frankfurt(Main)Hbf
02080927,0,533,Stuttgart Hbf,Hamburg-Altona
02080504,30,533,Hamburg-Altona,Stuttgart Hbf
02080901,0,485,Frankfurt(Main)Hbf,Paris Est
02080601,0,508,Münster(Westf)Hbf,München Hbf
02080606,0,476,Hamm(Westf),München Hbf
02080632,0,504,München Hbf,Berlin Ostbahnhof
02080527,0,477,München Hbf,Dortmund Hbf
02080331,0,612,Hamburg-Altona,München Hbf
02080818,0,93,Mannheim Hbf,Stuttgart Hbf
02080643,40,520,Saarbrücken Hbf,Dresden Hbf
02080727,0,533,Stuttgart Hbf,Hamburg-Altona
02080555,0,455,Köln Hbf,München Hbf
02080651,0,511,Stuttgart Hbf,Berlin Ostbahnhof
02080533,0,670,Saarbrücken Hbf,Graz Hbf
02080600,15,485,Frankfurt(Main)Hbf,Paris Est
02080325,5,477,München Hbf,Dortmund Hbf
02080523,10,323,Wiesbaden Hbf,München Hbf
02080439,0,154,Saarbrücken Hbf,Frankfurt(Main)Hbf
02082106,0,62,Karlsruhe Hbf,Stuttgart Hbf
02081725,15,508,Paris Est,Stuttgart Hbf
02081854,0,508,Stuttgart Hbf,Paris Est
02081906,0,62,Karlsruhe Hbf,Stuttgart Hbf
02081525,0,690,Paris Est,München Hbf
02081125,0,508,Paris Est,Stuttgart Hbf
02081254,35,508,Stuttgart Hbf,Paris Est
02080725,0,508,Paris Est,Stuttgart Hbf
02080626,5,690,München Hbf,Paris Est
02080654,20,508,Stuttgart Hbf,Paris Est
02080651,0,518,Karlsruhe Hbf,Hamburg-Altona
02080558,0,527,Karlsruhe Hbf,Berlin Ostbahnhof
02080521,0,125,Karlsruhe Hbf,Frankfurt(Main)Hbf
02081910,5,163,Zürich HB,Stuttgart Hbf
02081956,5,163,Stuttgart Hbf,Zürich HB
02081757,0,163,Stuttgart Hbf,Zürich HB
02081510,0,163,Zürich HB,Stuttgart Hbf
02081556,0,163,Stuttgart Hbf,Zürich HB
02081310,0,163,Zürich HB,Stuttgart Hbf
02081356,0,163,Stuttgart Hbf,Zürich HB
02081110,0,163,Zürich HB,Stuttgart Hbf
02081156,0,163,Stuttgart Hbf,Zürich HB
02080910,0,163,Zürich HB,Stuttgart Hbf
02080956,0,163,Stuttgart Hbf,Zürich HB
02080710,0,163,Zürich HB,Stuttgart Hbf
02082037,15,328,Dortmund Hbf,Stuttgart Hbf
02081709,20,533,Hamburg-Altona,Stuttgart Hbf
02081029,0,695,Ostseebad Binz,Stuttgart Hbf
02081710,0,304,Zürich HB,Frankfurt(Main)Hbf
02082020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02081914,15,288,Stuttgart Hbf,Köln Hbf
02080926,0,684,Westerland(Sylt),Stuttgart Hbf
02081820,0,304,Frankfurt(Main)Hbf,München Hbf
02081028,0,570,Klagenfurt Hbf,Frankfurt(Main)Hbf
02081741,0,328,Stuttgart Hbf,Dortmund Hbf
02081451,0,342,Düsseldorf Hbf,Tübingen Hbf
02080701,0,658,Greifswald,Stuttgart Hbf
02081636,0,158,Stuttgart Hbf,Wiesbaden Hbf
02081620,5,456,Frankfurt(Main)Hbf,Linz Hbf
02081605,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
02080832,20,533,Hamburg-Altona,Stuttgart Hbf
02081521,0,123,Heidelberg Hbf,Saarbrücken Hbf
02081434,0,288,Stuttgart Hbf,Köln Hbf
02081420,0,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
02080544,0,600,Graz Hbf,Frankfurt(Main)Hbf
02081220,0,600,Frankfurt(Main)Hbf,Graz Hbf
02080621,0,456,Linz Hbf,Frankfurt(Main)Hbf
02081137,0,533,Stuttgart Hbf,Hamburg-Altona
02081020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02080545,0,409,Salzburg Hbf,Frankfurt(Main)Hbf
02080937,0,533,Stuttgart Hbf,Hamburg-Altona
02080537,20,328,Dortmund Hbf,Stuttgart Hbf
02080822,0,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
02080611,10,288,Köln Hbf,Stuttgart Hbf
02080737,5,658,Stuttgart Hbf,Greifswald
02080619,0,168,Saarbrücken Hbf,Stuttgart Hbf
02080611,0,342,Tübingen Hbf,Düsseldorf Hbf
02080630,0,151,Stuttgart Hbf,Mainz Hbf
02080603,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
02080556,0,304,Frankfurt(Main)Hbf,Zürich HB
02080520,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02080508,0,533,Stuttgart Hbf,Hamburg-Altona
02080601,0,534,Magdeburg Hbf,Oberstdorf
02080947,0,554,Oberstdorf,Hannover Hbf
02080539,5,304,München Hbf,Frankfurt(Main)Hbf
02080435,0,189,Stuttgart Hbf,München Hbf
02082247,190,690,München Hbf,Paris Est
02082247,0,189,München Hbf,Stuttgart Hbf
02082247,0,667,München Hbf,Amsterdam Centraal
02082042,0,614,Zürich HB,Amsterdam Centraal
02082042,10,694,Zürich HB,Hamburg-Altona
02082112,5,224,Basel SBB,Mannheim Hbf
02081942,15,672,Zürich HB,Berlin-Lichtenberg
02081942,0,527,Zürich HB,Praha hl.n.
02081419,0,692,Berlin Ostbahnhof,Basel SBB
02081900,0,304,Zürich HB,Frankfurt(Main)Hbf
02081655,0,380,Köln Hbf,Basel SBB
02081826,5,968,Basel SBB,Koebenhavn H
02081222,0,761,Berlin Ostbahnhof,Interlaken Ost
02081700,20,694,Zürich HB,Hamburg-Altona
02081337,0,442,Dortmund Hbf,Basel SBB
02081019,0,761,Berlin Ostbahnhof,Interlaken Ost
02081255,0,380,Köln Hbf,Basel SBB
02081512,15,570,Basel SBB,Amsterdam Centraal
02081512,0,380,Basel SBB,Köln Hbf
02080819,5,692,Berlin Ostbahnhof,Basel SBB
02081200,0,761,Interlaken Ost,Berlin Ostbahnhof
02080804,0,570,Amsterdam Centraal,Basel SBB
02081055,0,380,Köln Hbf,Basel SBB
02081312,0,442,Basel SBB,Dortmund Hbf
02080619,0,761,Berlin Ostbahnhof,Interlaken Ost
02081000,5,761,Interlaken Ost,Berlin Ostbahnhof
02080540,0,559,Hannover Hbf,Basel SBB
02081112,0,380,Basel SBB,Köln Hbf
02080421,5,761,Berlin Ostbahnhof,Interlaken Ost
02080800,10,761,Interlaken Ost,Berlin Ostbahnhof
02080912,0,380,Basel SBB,Köln Hbf
02080650,10,304,Frankfurt(Main)Hbf,Zürich HB
02080600,10,761,Interlaken Ost,Berlin Ostbahnhof
02080402,0,295,Frankfurt(Main)Süd,Basel SBB
02082257,0,436,Duisburg Hbf,Basel SBB
02082154,0,125,Frankfurt(Main)Hbf,Karlsruhe Hbf
02081845,0,251,München Hbf,Karlsruhe Hbf
02081350,5,521,Berlin Südkreuz,Karlsruhe Hbf
02082006,0,134,Karlsruhe Hbf,Ulm Hbf
02081910,0,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
02080927,5,673,Stralsund Hbf,Karlsruhe Hbf
02081806,0,251,Karlsruhe Hbf,München Hbf
02081734,0,62,Stuttgart Hbf,Karlsruhe Hbf
